,ID,Rejected,Gender,Car,Realty,Work Phone,Phone,Email,# of Children,Annual Income,Age,Years Employed,Family Size,Income Category,Occupation,Education,Marital Status,Residency
16428,5045903,0,0,0,0,0,0,0,0.0,low,lowest,lowest,1.0,Commercial associate,High Tech,Secondary / secondary special,Single / not married,Municipal apartment
16429,5045904,0,0,0,1,0,0,0,2.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16430,5045905,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16431,5045906,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16432,5045907,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16433,5045908,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16434,5045910,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16435,5045911,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16436,5045912,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16437,5045914,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16438,5045915,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16439,5045916,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16440,5045917,0,1,1,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Rented apartment
16451,5045928,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,House / apartment
16452,5045929,1,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,House / apartment
16453,5045930,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,House / apartment
16454,5045931,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,House / apartment
16455,5045932,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,House / apartment
16456,5045934,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,House / apartment
16457,5045935,1,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,House / apartment
16458,5045938,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16459,5045940,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16460,5045941,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16461,5045943,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16462,5045944,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16463,5045945,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16464,5045946,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16465,5045947,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16466,5045948,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16467,5045949,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16468,5045950,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16469,5045951,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16470,5045952,0,0,1,0,0,0,0,1.0,high,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
16473,5045957,0,1,0,1,0,0,0,1.0,high,medium,low,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
16474,5045962,0,1,0,1,0,0,0,1.0,high,medium,low,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
16475,5045963,0,1,0,1,0,0,0,1.0,high,medium,low,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
16476,5045964,0,1,0,1,0,0,0,1.0,high,medium,low,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
16477,5045966,0,1,1,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
16478,5045967,0,1,1,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
16479,5045968,0,1,1,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
16480,5045969,0,1,1,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
16481,5045970,0,1,1,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
16482,5045971,0,1,1,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
16483,5045972,0,1,1,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
16484,5045973,0,1,1,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
16485,5045974,0,1,1,1,1,0,0,1.0,high,low,low,3.0,Working,High Tech,Higher education,Married,House / apartment
16486,5045975,0,1,1,1,1,0,0,1.0,high,low,low,3.0,Working,High Tech,Higher education,Married,House / apartment
16487,5045976,0,0,0,1,0,0,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16488,5045977,0,0,0,1,0,0,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16489,5045978,0,0,0,1,0,0,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16490,5045979,0,0,0,1,0,0,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16491,5045980,0,0,0,1,0,0,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16492,5045981,0,0,0,1,0,0,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16493,5045982,0,0,0,1,0,0,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16494,5045983,0,0,0,1,0,0,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16495,5045985,0,0,0,0,0,0,0,0.0,low,medium,lowest,1.0,Commercial associate,Labor,Secondary / secondary special,Single / not married,Municipal apartment
16496,5045986,0,0,0,0,0,0,0,0.0,low,medium,lowest,1.0,Commercial associate,Labor,Secondary / secondary special,Single / not married,Municipal apartment
16497,5045987,0,0,0,0,0,0,0,0.0,low,medium,lowest,1.0,Commercial associate,Labor,Secondary / secondary special,Single / not married,Municipal apartment
16498,5045989,0,0,0,1,0,0,0,0.0,medium,medium,low,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
16499,5045991,0,0,0,1,0,0,0,0.0,medium,medium,low,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
16500,5045992,0,0,0,1,0,0,0,0.0,medium,medium,low,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
16501,5045993,0,0,0,1,0,0,0,0.0,medium,medium,low,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
16502,5045994,0,1,1,0,1,1,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
16503,5045995,0,1,1,0,1,1,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
16504,5045996,0,1,1,0,1,1,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
16505,5045997,0,1,1,0,1,1,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
16506,5045999,0,0,0,1,0,1,0,1.0,high,medium,low,2.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
16507,5046003,0,0,0,1,0,1,0,1.0,high,medium,low,2.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
16508,5046004,0,0,0,1,0,1,0,1.0,high,medium,low,2.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
16509,5046006,0,0,0,1,0,0,0,0.0,low,low,lowest,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
16510,5046007,0,0,0,1,0,0,0,0.0,low,low,lowest,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
16511,5046008,0,0,0,1,0,0,0,0.0,low,low,lowest,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
16512,5046010,0,0,0,1,0,0,0,0.0,low,low,lowest,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
16513,5046011,0,0,0,1,0,0,0,0.0,low,low,lowest,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
16514,5046012,0,0,0,1,0,0,0,0.0,low,low,lowest,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
16515,5046016,0,0,0,1,0,0,0,0.0,low,low,lowest,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
16516,5046017,0,0,0,1,0,0,0,0.0,low,low,lowest,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
16517,5046018,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16518,5046019,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16519,5046021,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16520,5046022,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16521,5046023,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16522,5046025,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16523,5046026,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16524,5046027,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16525,5046028,0,1,1,1,0,0,0,1.0,high,low,low,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
16526,5046029,0,0,1,1,1,0,0,1.0,low,medium,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
16527,5046030,0,0,1,1,1,0,0,1.0,low,medium,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
16528,5046031,0,0,1,1,1,0,0,2.0,medium,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
16534,5046037,0,0,0,1,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16535,5046038,0,0,0,1,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16536,5046039,0,0,0,1,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
16537,5046040,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16538,5046041,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16539,5046042,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16540,5046043,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16541,5046046,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16542,5046047,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16543,5046048,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16544,5046049,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16545,5046050,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16546,5046051,0,0,0,1,0,0,0,0.0,medium,medium,medium,2.0,State servant,High Tech,Higher education,Married,House / apartment
16551,5046058,0,0,0,1,1,1,0,0.0,medium,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
16552,5046059,0,0,0,1,1,1,0,0.0,medium,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
16553,5046060,0,0,0,1,1,1,0,0.0,medium,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
16554,5046061,0,0,0,1,1,1,0,0.0,medium,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
16563,5046070,0,0,0,1,0,0,0,0.0,high,high,lowest,1.0,State servant,Office,Higher education,Separated,House / apartment
16564,5046072,0,0,0,1,0,0,0,0.0,high,high,lowest,1.0,State servant,Office,Higher education,Separated,House / apartment
16565,5046073,0,0,0,1,0,0,0,0.0,high,high,lowest,1.0,State servant,Office,Higher education,Separated,House / apartment
16566,5046075,0,0,1,1,1,0,0,2.0,low,low,low,3.0,State servant,Office,Lower secondary,Married,House / apartment
16567,5046077,0,0,1,1,1,0,0,2.0,low,low,low,3.0,State servant,Office,Lower secondary,Married,House / apartment
16568,5046079,0,0,1,1,1,0,0,2.0,low,low,low,3.0,State servant,Office,Lower secondary,Married,House / apartment
16569,5046080,0,0,1,1,1,0,0,2.0,low,low,low,3.0,State servant,Office,Lower secondary,Married,House / apartment
16570,5046081,0,0,1,1,1,0,0,2.0,low,low,low,3.0,State servant,Office,Lower secondary,Married,House / apartment
16587,5046098,0,0,1,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
16588,5046099,0,0,1,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
16592,5046105,0,0,0,1,0,0,0,2.0,medium,low,low,3.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
16593,5046106,0,0,0,1,0,0,0,2.0,medium,low,low,3.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
16594,5046107,0,0,0,1,0,0,0,2.0,medium,low,low,3.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
16595,5046108,0,0,0,1,0,0,0,2.0,medium,low,low,3.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
16596,5046109,0,0,0,1,0,0,0,2.0,medium,low,low,3.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
16597,5046110,0,1,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
16598,5046111,0,1,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
16599,5046112,0,1,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
16600,5046113,0,1,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
16601,5046114,0,1,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
16602,5046115,0,1,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
16603,5046116,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16604,5046117,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16605,5046118,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16606,5046120,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16607,5046122,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16608,5046124,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16609,5046125,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16610,5046126,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16611,5046127,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
16612,5046128,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
